Name of State,Name of District,Recharge from rainfall During Monsoon Season,Recharge from other sources During Monsoon Season,Recharge from rainfall During Non Monsoon Season,Recharge from other sources During Non Monsoon Season,Total Annual Ground Water Recharge,Total Natural Discharges,Annual Extractable Ground Water Resource,Current Annual Ground Water Extraction For Irrigation,Current Annual Ground Water Extraction For Domestic & Industrial Use,Total Current Annual Ground Water Extraction,Annual GW Allocation for Domestic Use as on 2025,Net Ground Water Availability for future use,Stage of Ground Water Extraction (%),Date,Stage of Ground Water Extraction
State_12,District_97,138.9917972,29.41151905,45.84163199,7.224742871,248.3563375,22.97315517,182.0170202,125.5833463,14.92161587,65.81074223,19.99504841,1.052604631,80.46606789,16-09-2010,Critical
State_20,District_27,147.5441279,79.17842657,42.72106997,29.79240183,136.508592,48.08575668,100.520234,132.5830148,46.66440512,137.609487,34.64869585,99.03742094,146.2270349,09-02-2010,Overexploited
State_11,District_55,121.8918393,45.5733466,20.11254424,18.52507247,276.4280913,42.94582379,77.51844005,42.38192951,25.96685231,204.6455244,29.95491285,68.30183185,108.2090834,24-08-2011,Overexploited
State_7,District_33,142.3613033,99.07327915,20.85754311,29.6211436,194.8233052,38.36006045,145.8469659,130.5665148,19.86726543,175.4992866,49.56742299,64.35241604,21.30957606,29-09-2011,Safe
State_1,District_68,99.35261567,58.82871865,15.01425903,28.47491055,288.0905304,33.50507946,259.290491,134.1201504,61.03295052,53.71429442,28.49447137,1.52130952,82.53244137,22-02-2011,Critical
State_1,District_86,120.5273889,29.79471187,23.47858903,16.32034286,342.5184647,42.82367157,266.3236398,91.4257196,93.55021948,137.2679527,12.97326205,86.12334119,73.87823155,17-12-2010,Critical
State_20,District_66,161.6418598,78.01484384,49.98175675,9.962276865,283.4939258,25.69068166,200.7115951,105.3032747,14.93083431,183.4822042,49.09476243,14.54914472,33.8728018,09-01-2010,Safe
State_13,District_10,180.7749168,45.84089587,26.23004674,9.122119414,188.7242688,27.9020742,231.8841068,69.6908516,47.93988234,146.5769652,43.74347782,83.73301539,140.0171487,16-12-2010,Overexploited
State_9,District_5,115.0483001,99.76625257,18.81953739,10.9997341,176.7231105,39.20006884,78.78894685,56.63291418,73.6781894,116.1686312,17.13000576,1.556254626,124.6514689,25-03-2010,Overexploited
State_3,District_74,56.54924866,98.38259663,40.49931538,22.75331601,198.2262876,24.31019053,197.0315164,113.8578091,51.64190485,166.8211727,46.18421012,64.59642625,49.91116809,17-06-2011,Safe
State_7,District_97,74.25088162,72.49072144,31.69884014,11.82374987,149.386154,12.55603768,216.7414259,132.0437694,82.58463515,243.1005064,23.62667283,43.48015338,53.27749865,24-12-2010,Safe
State_6,District_38,53.12917089,30.38611592,15.98405798,13.53563174,154.3515553,12.97338436,100.1782107,105.0300819,26.16807843,50.87974015,25.08447938,20.07667291,24.16234693,13-01-2011,Safe
State_8,District_13,147.9894529,74.94887981,25.22758725,16.2194701,337.2073306,14.61451205,270.0386832,86.50677938,96.36347845,115.8035334,46.25565929,10.75613918,58.57326871,21-06-2010,Safe
State_9,District_31,99.8471938,27.44243892,26.57878862,27.83081701,215.419773,44.78725293,98.74918438,40.66021969,44.6646365,119.4532877,31.2046226,44.01276965,96.00086116,25-01-2010,Critical
State_5,District_47,131.3717954,22.34913273,40.15318802,9.734835447,230.7985542,28.88905703,128.36934,26.94963264,40.74126696,156.9328083,15.51051718,12.33058053,74.70964049,28-01-2011,Critical
State_1,District_100,123.991527,85.8366757,10.82685476,5.125663815,278.2148397,38.51529477,205.1392118,77.93993273,88.71452151,63.47841241,24.76224637,48.64466117,146.0032103,13-04-2010,Overexploited
State_19,District_88,62.22897343,36.78023581,20.76078587,6.502410259,276.8960485,25.71637342,209.5875163,26.41544328,60.74803287,68.86146657,38.88389785,62.52170587,27.290422,03-12-2011,Safe
State_10,District_52,110.4892042,50.3221701,30.70385205,27.61915854,120.2130615,20.3484379,224.8461852,94.01350215,56.47999077,92.77950492,16.96736752,82.73841936,96.88592066,24-08-2010,Critical
State_12,District_56,83.08416874,97.8765912,20.7538697,21.18791162,349.4622359,23.8876867,78.00292827,69.75479487,75.42801276,240.2914095,33.6092479,67.86494372,131.5802273,14-02-2011,Overexploited
State_15,District_15,112.7599683,46.94724015,35.1373619,11.82601548,153.197966,41.76729381,262.3661075,118.4345856,62.18508145,191.5038879,37.81096532,6.519976671,82.49631861,03-07-2011,Critical
State_9,District_29,80.53674205,43.7191825,29.27469917,9.429812525,316.9214908,35.008645,183.2117831,59.73430459,24.62640803,175.5725264,23.75414302,30.74325325,20.38515367,28-11-2010,Safe
State_20,District_8,176.0678609,93.45663997,24.46841019,12.35666842,331.8012964,47.5055912,167.8304485,97.08775113,70.67778606,209.7306912,37.75522755,28.79786079,51.56419498,26-10-2011,Safe
State_17,District_5,76.12900049,28.85987563,47.96834507,7.869923181,314.4698602,37.18819114,295.2744061,89.89885783,22.01219914,58.06682316,45.36829407,91.50324235,62.08996684,16-06-2011,Safe
State_17,District_29,194.1170827,80.76659281,35.28637997,28.53832276,273.693294,32.80726527,235.0945742,20.61261532,82.52719348,219.0532203,28.88466977,86.77820444,145.5792843,11-10-2011,Overexploited
State_20,District_47,112.3861049,99.04524533,15.19765489,24.60515436,104.3826991,34.40784036,79.50150665,29.41062177,99.07629379,160.8631971,25.31637313,37.01479184,138.5305266,29-01-2010,Overexploited
State_12,District_68,176.9367938,92.10368086,32.4036679,16.55977942,208.1126477,47.69485758,239.1347918,57.74786762,43.96488625,103.7723816,20.04633605,7.115525588,143.3921657,27-06-2011,Overexploited
State_7,District_76,144.3147227,72.1334335,41.22927413,26.62406513,281.4518288,41.52803719,73.81223349,134.6905605,50.02803084,209.4881563,34.16821919,89.41073178,127.3485995,19-01-2010,Overexploited
State_2,District_45,160.3025448,45.1248636,38.3395879,11.23645511,216.2353888,10.96164949,56.86764063,39.11194414,14.17902899,206.5641976,45.19408192,88.8189953,65.71420543,28-05-2010,Safe
State_3,District_2,165.1585832,40.34575849,16.88356917,22.92801421,359.0439685,31.36558785,150.9064738,112.416263,11.23598693,216.055888,22.98645069,85.4746132,137.7639349,16-04-2011,Overexploited
State_17,District_27,125.7267323,85.54040839,48.89679996,26.40331248,192.6406826,37.53353646,298.3945432,146.5376536,92.92774014,55.41393802,25.84942098,84.50816377,147.6189858,06-05-2011,Overexploited
State_5,District_95,131.4950785,90.38575312,27.95254583,13.91921779,188.0604377,39.94793914,93.72098405,122.7737818,21.57616544,243.2594739,26.2650207,48.02540011,65.5092706,10-10-2010,Safe
State_17,District_36,127.0993802,62.034793,16.36100015,23.93661114,179.7993079,18.52568477,218.1610859,51.58289702,50.12008728,241.1177538,32.43249367,17.74316522,53.87227558,06-11-2011,Safe
State_17,District_36,138.2087567,39.54719526,17.20783017,12.37680873,199.8342607,44.68709418,93.34901655,138.0874839,83.38191615,108.643322,19.13635846,47.74880505,91.09911806,23-04-2010,Critical
State_17,District_26,54.40916686,29.03545667,13.92939969,12.47142838,267.2214893,48.23372589,231.1967437,32.10393035,90.03868839,44.49668401,42.88844621,49.45977707,44.32978504,31-03-2011,Safe
State_2,District_43,109.3272755,26.97435743,42.14072434,7.676429464,312.1045883,19.46861223,176.3384171,80.85845244,56.74579168,66.75224728,21.8240911,48.99317532,24.24114878,24-10-2011,Safe
State_2,District_27,140.928307,77.52619579,14.88121977,16.00145116,298.7703753,45.3046183,219.9929275,135.380448,60.85292725,248.4227816,38.21450764,53.87725861,142.9580522,26-11-2010,Overexploited
State_5,District_69,139.6585348,53.60949823,15.00501029,23.24279766,342.315346,13.8791505,100.718294,103.3645422,70.27155752,153.8628475,30.52862967,25.7657023,140.3462822,12-09-2010,Overexploited
State_1,District_20,168.9434142,92.42878994,44.01886459,28.50552014,365.7741986,12.22827344,236.4070831,73.77379341,96.52442231,108.4567957,33.43590413,36.62411811,41.14500099,22-08-2011,Safe
State_1,District_11,148.2514008,79.17370406,23.78416338,20.0949248,344.8237127,15.168952,298.9047649,58.06567268,64.24029649,93.40459265,17.18434955,43.4186592,73.0062321,03-02-2011,Critical
State_19,District_74,198.8199975,35.30083343,11.23431617,26.57838844,105.683621,12.30964318,216.4126252,68.76292269,60.35277335,86.53818177,39.40092793,13.11212095,128.0347207,02-09-2011,Overexploited
State_2,District_38,92.57817929,69.10219351,12.07581198,25.56236623,320.7753861,43.80048949,173.3699995,86.16243153,11.30807217,176.1136083,17.54482076,45.53641346,105.9300388,23-05-2011,Overexploited
State_12,District_6,103.8726544,54.84043635,15.68681787,9.333576324,162.5198721,12.36200578,280.7934972,61.47571088,17.28547318,122.2653229,14.53894551,81.04696171,71.32237619,06-10-2011,Critical
State_6,District_72,107.5770728,66.17997846,18.53573392,17.14543572,139.8784128,20.86656765,53.96296056,145.9658221,61.9454464,242.3903539,31.86718,82.80595427,116.7422296,11-04-2011,Overexploited
State_4,District_23,119.8719211,79.04552987,36.60584777,7.923088388,291.5466354,14.15025374,232.4808798,141.3000949,94.2616349,180.4454667,38.37188548,41.15637719,136.6161605,11-02-2011,Overexploited
State_11,District_47,175.3997096,84.49567048,16.2930512,22.05382904,195.9229586,21.81688145,272.1866292,133.1872909,88.00222136,204.24981,12.00143346,51.88083121,140.400583,01-09-2011,Overexploited
State_17,District_90,85.36881409,87.49898611,14.75497565,28.74749171,117.135149,13.6223787,65.41864591,74.83787862,98.43210307,94.40314069,12.7758126,3.365033214,69.25044955,08-04-2010,Safe
State_6,District_46,166.4000311,40.31798997,40.58876566,8.427236452,141.2889203,36.72013003,162.5160426,109.86923,57.50506338,47.42101,42.10716651,67.44325565,42.56288841,17-10-2010,Safe
State_5,District_12,110.7965275,22.48924799,36.84221135,23.34707827,100.2788251,15.33307265,101.1798635,137.3678099,80.91378446,137.3210242,42.36130798,40.46058829,138.6690516,19-10-2011,Overexploited
State_20,District_90,140.2783075,79.14357881,27.41296886,20.80595377,370.9670882,44.07383703,191.6295414,130.5558334,85.63602983,99.20794024,19.81218868,44.54776831,32.03220796,05-06-2010,Safe
State_2,District_13,144.88108,28.5074981,31.97239086,19.59012593,107.3853952,42.68764203,212.3857397,73.86251182,68.32284916,74.4582963,34.60912811,87.36727272,113.8194909,11-06-2010,Overexploited
State_6,District_62,105.9272956,45.19356709,22.47936081,14.75300587,162.8367309,10.54646742,125.6557957,34.61018641,40.48749138,239.5812688,27.72720301,46.18344346,38.26465093,16-09-2011,Safe
State_11,District_82,126.8922808,20.30537073,29.30001681,13.87829119,224.8788342,45.82905422,164.9954174,29.8319473,52.29805912,127.6774072,35.30784166,2.119224623,70.62029111,28-11-2011,Critical
State_16,District_89,111.9546762,74.53355859,30.26690596,6.131229725,206.9713978,11.15777267,119.8348713,95.01832588,87.2125365,68.43589025,44.51517136,22.74908909,73.50224705,18-12-2011,Critical
State_16,District_97,60.36991793,33.37056092,25.48949085,10.44771771,373.5177631,19.5858314,142.3477911,103.5416316,36.86931334,73.70314359,13.19425698,47.56206143,40.63852896,07-04-2010,Safe
State_1,District_60,115.5748083,72.42259278,46.26288843,5.379422057,112.0866837,11.29556551,89.88498917,130.4795386,93.13688181,91.75614334,41.11937704,42.43962927,139.9485864,12-01-2011,Overexploited
State_9,District_43,64.60900888,99.33940937,10.6424746,19.53542764,253.6644123,23.43373948,271.3898609,58.02695264,30.68257073,249.849579,29.72116418,86.03701373,20.34686184,21-07-2011,Safe
State_6,District_76,110.7531199,25.81366973,41.28685052,7.646330897,304.1438388,30.55466103,52.50260264,41.77116377,77.45647736,88.96253011,32.56507775,54.21375093,136.1951106,26-03-2011,Overexploited
State_16,District_100,138.93776,26.16624096,14.97531325,26.82548485,379.5093921,41.86579476,270.6022966,69.27075831,66.75033109,102.336397,36.1572544,68.96357419,134.8978121,27-04-2010,Overexploited
State_3,District_68,136.9122349,47.23040741,41.90189442,18.07857552,286.1113756,23.51926202,192.9197196,65.96476607,77.4639497,175.0521882,46.90492597,46.9323297,61.20527498,28-08-2011,Safe
State_20,District_5,149.3931919,89.31092114,34.63647663,22.49224773,341.1265708,38.21960099,132.914461,37.22096402,49.36128152,94.67150281,12.26879814,43.96557341,111.5569551,17-12-2011,Overexploited
State_4,District_37,64.28922619,37.2423895,43.73112364,15.2714273,125.1174814,17.50017828,230.7642814,107.3967448,93.93769563,77.47693523,11.17905408,44.62866685,52.86515847,21-05-2011,Safe
State_19,District_72,147.8184868,48.83022559,13.90057303,19.01449523,215.7818533,40.02393827,176.938038,86.12995229,66.92249822,64.90018106,17.13047126,41.09215697,118.6405631,08-07-2010,Overexploited
State_3,District_92,96.8222085,25.48043253,32.35922536,28.56647942,212.1841403,19.43986424,174.7771645,113.7459583,35.94662241,98.79018631,49.45790904,53.85833859,92.94556643,21-04-2011,Critical
State_19,District_31,109.8568919,81.0524233,30.04351521,7.068350991,365.8864649,15.74179024,77.53557073,65.84984562,67.46095636,53.30145172,38.6030547,25.04434018,59.02930905,19-11-2010,Safe
State_20,District_9,178.6979381,52.66450742,38.24772732,11.3484443,145.4113514,17.41635401,147.3790065,62.34128751,35.81341725,34.10224901,34.58564476,89.10551938,72.03051797,19-08-2011,Critical
State_7,District_51,51.35456062,80.73989864,31.37162208,24.49970817,145.5658517,17.28252516,110.2660865,81.4348609,36.42691526,207.0211734,11.88156214,33.30855481,109.6855352,29-06-2010,Overexploited
State_20,District_29,138.261895,92.28862755,31.62938269,7.468430172,198.567445,30.51451518,53.9239764,134.0629549,45.96386605,60.33688733,45.16440896,14.75238342,137.7926685,30-06-2010,Overexploited
State_9,District_78,139.807097,38.62105177,27.18383774,6.891527598,116.3398142,43.79190325,140.0249077,25.23656988,86.71873758,200.714907,42.51027413,9.65504786,36.99444715,24-11-2011,Safe
State_1,District_40,109.4989665,84.59168243,22.35337696,14.03853497,154.7374122,13.18420308,72.45553236,124.6282662,55.0268087,205.4593454,36.59200175,1.342291512,94.27731606,14-10-2010,Critical
State_8,District_41,85.55417857,24.72751121,29.29057445,7.304198962,389.5628916,38.27825274,114.2075094,67.96838965,71.1010758,148.3422958,23.56523262,42.28560786,52.98479593,20-04-2011,Safe
State_7,District_86,85.20110574,91.90779105,14.73969435,19.62696106,228.455182,36.17385839,73.1291553,131.1004734,45.27709662,98.13003083,12.82019822,18.76109885,124.1783925,10-09-2011,Overexploited
State_18,District_11,182.5564504,72.0614838,48.46053356,10.65688127,289.6057625,44.90079807,75.23540639,124.2863911,33.72448958,61.90720142,33.20153952,2.164790259,29.13084976,03-10-2011,Safe
State_8,District_23,116.3036561,89.93813793,38.57643055,27.39244908,317.8333778,19.76590242,99.7528236,65.33896216,95.91761446,192.0971235,38.78778286,52.00195463,109.5642527,19-09-2010,Overexploited
State_1,District_1,99.63340445,20.01507196,48.09868467,24.58750202,210.0884221,28.00439435,299.9623111,110.2039496,64.32231224,162.3051369,13.76961402,67.99785487,42.74298178,07-06-2011,Safe
State_11,District_46,117.3166361,33.52648563,19.06909529,22.49263015,144.1681223,47.03309498,50.54603571,40.75225838,94.05562047,174.1997604,35.35070639,8.575105091,97.53010439,11-06-2010,Critical
State_18,District_21,150.4085602,51.18075099,45.17364081,20.42360068,161.9743049,36.39973801,209.668159,136.5166018,28.3071702,31.90719977,21.45464272,46.09207729,128.6400363,02-05-2011,Overexploited
State_10,District_90,71.86348524,50.36023227,42.35159938,26.58664326,193.979943,25.55073651,85.31092451,72.58383838,23.22047475,234.0537435,40.56976885,74.36286786,118.1604861,30-06-2010,Overexploited
State_3,District_36,117.4150753,38.13843063,37.0860965,10.57655154,290.8205261,15.25649531,280.1570342,79.23133,87.02406164,44.58384124,31.58463402,98.5806821,117.8825754,26-12-2011,Overexploited
State_7,District_54,138.1826557,50.52895519,35.00116744,26.82772107,219.4841647,20.49940032,73.40822333,111.7486766,71.28254914,110.6972947,15.16147151,66.71903446,87.31989058,14-04-2011,Critical
State_16,District_87,192.2875032,30.30789696,22.66198661,24.73730746,102.0444094,33.2486191,288.7657968,126.7092308,26.79206493,118.5965629,31.06077791,24.48395508,135.7969269,21-01-2010,Overexploited
State_16,District_57,87.87916731,53.02089034,42.6564314,23.70402066,257.0221555,38.7267179,202.7315969,50.72455663,34.24237306,30.29821539,25.82947453,71.65536398,96.45367577,02-10-2010,Critical
State_20,District_1,103.8876122,84.18834633,30.06061846,19.03139195,376.4540176,14.97687547,50.31701923,105.9755182,82.05975474,139.3596481,17.21423873,59.79294268,139.2773359,17-09-2010,Overexploited
State_17,District_63,106.9037885,58.32560505,12.83566304,11.15610402,343.6232833,33.9838904,273.5017995,70.95974571,50.8481758,195.6179788,43.66062896,21.17992886,91.04791952,29-11-2010,Critical
State_2,District_54,140.8307236,21.44000712,22.51452643,15.5886979,347.5634114,32.01405115,180.4279503,67.93138012,70.34864559,211.1191037,10.44113794,85.11108258,85.77552319,11-04-2011,Critical
State_1,District_55,103.509808,53.71552333,47.41188394,24.83926636,338.5174053,30.55821787,115.6674338,109.7033571,38.65168199,223.4673385,22.48513108,42.74044272,48.9058925,26-04-2010,Safe
State_16,District_40,130.0267888,22.17400129,44.02721042,5.794462109,197.1192477,37.60492471,241.8197944,70.33382564,44.31069575,137.298151,10.50380153,96.19776547,90.82226502,17-02-2011,Critical
State_12,District_15,167.2685495,97.29947286,49.27622792,24.55126923,329.5581501,43.4979838,281.6663885,64.99410502,99.16413028,168.7399619,13.84027786,72.29010074,38.27602806,21-06-2011,Safe
State_5,District_21,155.8078391,30.19631675,35.1197353,11.00176851,142.9484073,22.91958733,170.9227058,128.6654931,32.28553785,47.49433693,21.88384877,64.45631546,133.0597262,24-12-2011,Overexploited
State_5,District_47,116.955297,76.61506611,19.90040293,8.607730018,297.3148442,45.5604876,128.8883686,33.1658961,55.58107393,137.3684093,12.17084742,72.83528375,107.8659455,14-09-2010,Overexploited
State_9,District_73,179.6324267,97.82210583,16.51260199,7.892532955,292.47057,16.4253445,247.236281,107.866041,85.99621089,64.05946607,33.86522129,47.80970188,149.1726083,17-06-2010,Overexploited
State_9,District_53,133.7210374,86.08312413,17.47657762,5.681250299,107.6709397,16.92095479,220.4463744,52.33430119,31.53008923,111.3214859,13.47451632,50.52264778,31.97266561,17-06-2011,Safe
State_3,District_9,130.9858759,75.94523001,10.79182633,18.08966213,336.3910401,20.67088254,272.1881209,22.01477144,47.3692381,102.4471688,38.06854536,85.12073854,51.28745748,21-08-2011,Safe
State_19,District_74,55.12816489,87.15687276,25.62728444,10.45649682,370.9744315,14.78123478,223.1285032,41.67935495,65.35821586,123.178927,12.10568451,68.09285366,134.0306186,15-01-2010,Overexploited
State_16,District_52,198.0039471,98.54389546,17.65710722,29.73579414,180.2245835,19.21276899,110.8820847,98.86599887,53.30693363,155.760056,12.37235579,89.72433252,71.38303297,19-02-2010,Critical
State_16,District_57,68.44562128,69.70755978,26.46621842,19.3609189,343.7172173,14.25647052,282.9148124,112.1865349,51.35520399,228.6328624,22.21303596,89.08267536,80.6193887,31-10-2010,Critical
State_3,District_26,84.66963686,64.73478455,47.39977727,8.447131734,124.7217916,42.87009668,76.2089368,22.73751186,42.62587582,116.7866189,45.862861,97.6490034,131.8847454,02-05-2011,Overexploited
State_20,District_41,57.75452559,70.25904884,27.22160838,22.21906352,279.9903575,15.55875968,116.9856875,24.73530763,62.7981695,245.8488631,35.65572995,70.02146588,87.83701924,20-02-2011,Critical
State_1,District_35,146.000445,62.61407094,45.11937988,27.44358916,245.6940596,39.8919023,180.0486519,137.3304749,66.19354281,196.9861706,40.80525168,50.23017177,45.15186042,01-11-2010,Safe
State_20,District_63,83.70517655,70.80712847,34.22019066,23.62948738,263.77706,11.91655472,191.4355065,29.52975635,68.79605868,142.5258303,15.66208438,16.63117002,135.963915,15-07-2010,Overexploited
State_11,District_25,77.00156562,55.98737664,19.88526219,6.910996526,377.8615606,47.9408131,53.82764666,136.2436806,16.33312971,171.6858162,43.36501733,70.53805596,24.03801533,23-01-2011,Safe
State_17,District_90,63.28333763,37.47545463,24.23419037,27.39710453,361.3945742,38.4464035,245.1431815,49.66156879,66.79307581,52.48931765,10.32584993,29.15777168,136.4015148,31-03-2011,Overexploited
State_8,District_75,65.49634357,29.61977812,13.35678143,24.84823465,335.5250972,10.27186194,140.4018296,116.202314,95.79134609,215.7947369,18.52229403,28.2947568,26.56762947,14-12-2011,Safe
State_4,District_38,137.7006051,25.46727484,23.33850374,8.957597503,182.1095373,40.55426001,151.6046353,60.26532236,58.6887612,158.1186401,34.64369285,23.82877764,106.5604174,06-12-2011,Overexploited
State_6,District_2,153.2311799,41.0652627,37.10163782,6.294647218,373.5455886,30.56327683,252.3423861,131.6377633,74.37403743,246.9348456,25.00985634,87.51220574,29.31831936,20-10-2011,Safe
State_8,District_7,109.6068483,23.68988515,12.88444372,18.93276438,129.2523077,41.17460681,144.8208479,111.0591325,60.1059077,170.0143236,49.36773567,86.79644467,111.8076882,06-11-2010,Overexploited
State_20,District_82,121.9845622,65.37366239,18.21605634,8.900895283,355.998765,30.89987236,61.80621912,72.23574962,86.92665567,213.5045483,11.21356987,63.09704449,24.41627177,07-05-2010,Safe
State_3,District_91,152.8951604,42.70627576,25.25764166,25.86477381,198.4480217,35.64099431,94.10994262,29.91931904,93.66247851,205.9478034,49.94392672,47.29809814,129.5195046,24-06-2010,Overexploited
State_16,District_34,52.60696853,85.96278465,49.28198148,13.95836642,116.1316935,41.45326622,288.9757931,115.2510239,26.57979094,106.0014533,34.94511331,67.21144601,80.57271362,14-05-2010,Critical
State_3,District_91,98.46959856,25.93926984,41.39447292,27.82231112,300.8070953,26.20432218,67.6013406,100.1950183,49.31740329,87.11433755,32.34827978,60.72294503,32.14900865,07-03-2010,Safe
State_18,District_17,195.9646622,38.10811955,39.33946986,19.1422043,169.3839785,10.10832599,138.7328002,20.37852332,45.31438908,124.7085884,12.3804977,41.57342483,111.8865279,28-01-2011,Overexploited
State_14,District_43,137.0168345,78.41969177,14.64763826,9.566809606,173.0713378,43.99785984,175.7947918,21.22458128,46.4693611,132.7930958,20.93315507,37.96308675,83.60772048,31-12-2010,Critical
State_18,District_59,88.13368698,67.90466371,41.23983574,8.489971684,191.8141499,25.2356145,173.3202068,125.1430865,21.29717631,82.81863443,46.98650753,38.27943081,44.82335165,06-10-2010,Safe
State_2,District_51,128.259507,25.1593017,41.41075246,19.41181094,119.1054303,29.84170904,50.98998575,53.72196604,83.22541534,226.8115321,24.16984013,58.91334032,22.03740861,29-12-2010,Safe
State_3,District_54,101.3980232,90.17915657,34.04410782,24.0470903,153.1381433,10.31066569,175.2906829,102.6973768,13.21896187,149.3605297,36.46612802,64.76693561,74.33977376,20-06-2010,Critical
State_16,District_24,129.8367483,90.18094103,49.61447128,24.53764119,101.5418883,29.68368041,145.9431145,79.04787457,57.5403947,245.2577663,49.97985402,45.17417535,31.13179999,20-02-2010,Safe
State_9,District_25,68.86122677,46.43264031,23.01015624,11.89393511,233.6228563,49.45949606,293.0198339,132.2459019,69.56905492,208.2039112,20.52278855,96.86914502,32.24206077,24-11-2010,Safe
State_4,District_71,69.90719807,47.23246747,47.65089793,10.10616897,125.2766132,21.13070643,89.789771,139.2049447,28.67224943,152.2550693,33.04323516,8.3845718,54.75284129,27-10-2011,Safe
State_1,District_52,71.53135431,99.12226867,46.5892446,5.418907612,304.7957815,25.81673081,138.5385492,149.5850026,91.52651729,238.3488612,37.85751171,34.7047026,101.9595786,15-08-2011,Overexploited
State_4,District_70,190.9729688,70.09409373,10.45922639,21.97997878,170.6868554,37.48759986,154.8703713,39.97893765,85.46942863,141.0724593,16.58508986,41.90746831,88.88837911,25-05-2010,Critical
State_1,District_88,159.9348378,62.50532165,28.00466106,6.914206461,383.0722432,42.5917467,147.6733843,132.185326,52.39753565,225.1634328,15.94690255,1.692134346,28.96835007,01-10-2010,Safe
State_14,District_33,74.3572842,87.05217468,49.08416932,15.51903004,361.3754882,26.69566496,216.4577069,54.58277897,47.00340391,108.7918519,28.25231647,36.49571877,145.8960659,04-06-2010,Overexploited
State_16,District_49,78.25236256,42.82322707,14.1248545,20.0420541,186.8322685,22.38675482,103.8782144,96.80606374,31.29111327,113.3013243,25.43250087,27.37099172,135.3319295,23-05-2011,Overexploited
State_20,District_29,159.6244212,54.33460747,31.91138778,28.42772362,334.9646364,47.513032,105.2678882,85.7504684,75.69939022,121.9887503,38.56861747,50.60362702,53.69931333,29-12-2010,Safe
State_8,District_63,73.42457672,41.42213404,49.15830028,12.79505342,340.9734714,37.08579867,232.3027371,22.3384571,21.85694197,150.2576421,12.78035086,33.64105472,35.90401488,21-11-2010,Safe
State_7,District_22,85.184194,83.13286773,32.21981696,11.24430406,395.9689342,14.76085218,175.0726297,141.2602664,71.22139785,151.7678594,48.88666495,72.61821349,142.5123724,17-10-2011,Overexploited
State_3,District_26,194.5020249,65.86794765,17.59261212,21.35400386,279.3519961,12.75711513,153.788919,30.18251717,85.82112875,139.2077628,10.57107927,50.99324954,79.94843112,25-10-2010,Critical
State_17,District_28,88.29597871,72.70600561,33.2873292,20.4809758,124.5897204,29.34199403,92.30076292,109.4684595,30.56244183,97.32021419,34.05267297,12.97622335,60.45170542,09-05-2011,Safe
State_1,District_85,149.2448526,40.18457999,18.17762296,13.30274458,294.0511687,18.80360264,96.88180573,122.0508887,87.97846626,233.9854223,32.50530383,75.00613241,83.74654457,30-06-2011,Critical
State_16,District_49,196.7946931,37.61802411,30.78817052,28.20254589,287.4939245,20.15939014,52.6379092,123.3874204,12.99908795,159.4889414,15.38862923,9.922889608,120.4567388,31-10-2010,Overexploited
State_12,District_71,106.1445151,59.06997032,12.96168872,26.12155819,291.5051732,45.10768715,72.85656722,37.61428746,92.15086468,119.7026276,16.03663931,83.90491681,41.89008878,12-04-2011,Safe
State_19,District_81,52.62739863,79.00525993,34.21930677,10.59956365,192.1436944,13.58264097,189.2096737,78.18409357,20.65260051,173.2589314,41.70709951,93.14221941,119.7744584,27-08-2010,Overexploited
State_14,District_84,86.62209356,62.0191806,30.67159757,10.97856364,357.9038755,38.61456461,272.9682825,127.8257532,68.11832601,198.9526867,45.50249834,32.24452902,117.4280824,12-10-2011,Overexploited
State_6,District_49,174.6315787,22.6116542,39.60645475,17.80750867,387.8416549,20.84569014,121.7911913,59.34829735,32.5074222,241.3601794,21.32067864,92.61426333,90.11526663,01-06-2011,Critical
State_6,District_20,179.6913254,89.48412051,35.22801885,24.33930254,165.3137539,40.41312886,131.9368065,80.8073278,85.28971521,139.9008157,27.51855856,79.30081591,132.5594975,25-06-2010,Overexploited
State_13,District_86,165.2779047,25.17495148,31.98425074,6.101009485,126.4456474,38.89645538,78.90140265,55.46320605,56.10703248,54.66167228,24.19980164,92.2435611,37.17863916,14-02-2011,Safe
State_19,District_92,66.96647286,96.4659587,37.59115397,22.33337884,158.36051,10.29567606,147.1577364,80.26168433,22.17170721,126.9684763,12.90188052,66.62701369,97.41227087,27-12-2011,Critical
State_8,District_63,169.3265558,22.01135666,15.75767654,21.20589743,346.1656418,30.36541652,59.30542614,135.4189299,61.38924142,135.3735235,36.92816984,23.56440394,78.41459683,30-12-2010,Critical
State_2,District_61,187.8016695,75.55603649,33.81438645,10.7870024,302.9933904,15.5727793,279.4001741,79.16615003,46.70943492,227.3386972,43.00771739,89.45232369,74.89797467,23-01-2010,Critical
State_1,District_49,140.0914314,26.5765651,16.88442411,22.03382533,290.8142027,44.64908122,218.277837,92.26856222,69.5303035,116.8561691,22.1951743,18.42650762,52.83293927,14-11-2010,Safe
State_15,District_71,191.1313035,92.85412635,47.02088831,28.50457978,220.5379405,44.86343531,297.6872023,72.51691683,89.37129563,239.7313383,49.60703175,21.3060551,68.39635539,09-06-2011,Safe
State_1,District_1,174.0258326,57.1546589,12.73336419,6.169646124,273.3483915,26.7338323,270.7057907,79.81523382,46.84502181,136.7290197,13.03406229,27.10629901,34.05959828,03-10-2010,Safe
